US/Pacific Time Stamp,Hahn Building Demand
2018-01-04 00:44:59-08:00,18.0
2018-01-04 00:59:59-08:00,18.0
2018-01-04 01:14:59-08:00,18.0
2018-01-04 01:29:59-08:00,18.0
2018-01-04 01:44:59-08:00,18.13
2018-01-04 01:59:59-08:00,18.13
2018-01-04 02:14:59-08:00,18.0
2018-01-04 02:29:59-08:00,18.0
2018-01-04 02:44:59-08:00,18.0
2018-01-04 02:59:59-08:00,18.73
2018-01-04 03:14:59-08:00,18.93
2018-01-04 03:29:59-08:00,18.0
2018-01-04 03:44:59-08:00,18.53
2018-01-04 03:59:59-08:00,18.47
2018-01-04 04:14:59-08:00,27.8
2018-01-04 04:29:59-08:00,44.47
2018-01-04 04:44:59-08:00,40.73
2018-01-04 04:59:59-08:00,41.47
2018-01-04 05:14:59-08:00,40.87
2018-01-04 05:29:59-08:00,40.2
2018-01-04 05:44:59-08:00,40.47
2018-01-04 05:59:59-08:00,40.0
2018-01-04 06:14:59-08:00,43.27
2018-01-04 06:29:59-08:00,47.4
2018-01-04 06:44:59-08:00,46.0
2018-01-04 06:59:59-08:00,45.93
2018-01-04 07:14:59-08:00,40.4
2018-01-04 07:29:59-08:00,42.87
2018-01-04 07:44:59-08:00,47.07
2018-01-04 07:59:59-08:00,46.6
2018-01-04 08:14:59-08:00,46.0
2018-01-04 08:29:59-08:00,46.0
2018-01-04 08:44:59-08:00,46.4
2018-01-04 08:59:59-08:00,46.0
2018-01-04 09:14:59-08:00,46.13
2018-01-04 09:29:59-08:00,47.0
2018-01-04 09:44:59-08:00,47.0
2018-01-04 09:59:59-08:00,47.0
2018-01-04 10:14:59-08:00,47.27
2018-01-04 10:29:59-08:00,48.93
2018-01-04 10:44:59-08:00,48.13
2018-01-04 10:59:59-08:00,45.6
2018-01-04 11:14:59-08:00,54.4
2018-01-04 11:29:59-08:00,75.33
2018-01-04 11:44:59-08:00,86.0
2018-01-04 11:59:59-08:00,76.93
2018-01-04 12:14:59-08:00,71.33
2018-01-04 12:29:59-08:00,80.93
2018-01-04 12:44:59-08:00,75.53
2018-01-04 12:59:59-08:00,72.67
2018-01-04 13:14:59-08:00,83.87
2018-01-04 13:29:59-08:00,80.07
2018-01-04 13:44:59-08:00,72.13
2018-01-04 13:59:59-08:00,81.47
2018-01-04 14:14:59-08:00,78.53
2018-01-04 14:29:59-08:00,71.4
2018-01-04 14:44:59-08:00,82.73
2018-01-04 14:59:59-08:00,81.07
2018-01-04 15:14:59-08:00,73.13
2018-01-04 15:29:59-08:00,83.6
2018-01-04 15:44:59-08:00,82.4
2018-01-04 15:59:59-08:00,74.2
2018-01-04 16:14:59-08:00,86.0
2018-01-04 16:29:59-08:00,84.27
2018-01-04 16:44:59-08:00,75.07
2018-01-04 16:59:59-08:00,87.87
2018-01-04 17:14:59-08:00,89.0
2018-01-04 17:29:59-08:00,77.2
2018-01-04 17:44:59-08:00,85.73
2018-01-04 17:59:59-08:00,88.0
2018-01-04 18:14:59-08:00,58.8
2018-01-04 18:29:59-08:00,32.33
2018-01-04 18:44:59-08:00,30.13
2018-01-04 18:59:59-08:00,30.0
2018-01-04 19:14:59-08:00,30.0
2018-01-04 19:29:59-08:00,30.0
2018-01-04 19:44:59-08:00,30.13
2018-01-04 19:59:59-08:00,31.67
2018-01-04 20:14:59-08:00,28.4
2018-01-04 20:29:59-08:00,20.73
2018-01-04 20:44:59-08:00,20.0
2018-01-04 20:59:59-08:00,20.2
2018-01-04 21:14:59-08:00,22.6
2018-01-04 21:29:59-08:00,20.27
2018-01-04 21:44:59-08:00,20.0
2018-01-04 21:59:59-08:00,20.0
2018-01-04 22:14:59-08:00,20.8
2018-01-04 22:29:59-08:00,22.07
2018-01-04 22:44:59-08:00,20.13
2018-01-04 22:59:59-08:00,22.4
2018-01-04 23:14:59-08:00,21.33
2018-01-04 23:29:59-08:00,21.13
2018-01-04 23:44:59-08:00,22.67
2018-01-04 23:59:59-08:00,21.07
2018-01-05 00:14:59-08:00,20.07
2018-01-05 00:29:59-08:00,20.0
2018-01-05 00:44:59-08:00,20.0
2018-01-05 00:59:59-08:00,20.0
2018-01-05 01:14:59-08:00,20.0
2018-01-05 01:29:59-08:00,20.0
2018-01-05 01:44:59-08:00,20.0
2018-01-05 01:59:59-08:00,20.0
2018-01-05 02:14:59-08:00,20.0
2018-01-05 02:29:59-08:00,20.0
2018-01-05 02:44:59-08:00,20.0
2018-01-05 02:59:59-08:00,20.0
2018-01-05 03:14:59-08:00,20.0
2018-01-05 03:29:59-08:00,20.0
2018-01-05 03:44:59-08:00,20.0
2018-01-05 03:59:59-08:00,20.0
2018-01-05 04:14:59-08:00,30.0
2018-01-05 04:29:59-08:00,47.53
2018-01-05 04:44:59-08:00,48.0
2018-01-05 04:59:59-08:00,48.0
2018-01-05 05:14:59-08:00,48.27
2018-01-05 05:29:59-08:00,48.73
2018-01-05 05:44:59-08:00,48.0
2018-01-05 05:59:59-08:00,48.0
2018-01-05 06:14:59-08:00,51.47
2018-01-05 06:29:59-08:00,55.2
2018-01-05 06:44:59-08:00,54.07
2018-01-05 06:59:59-08:00,54.0
2018-01-05 07:14:59-08:00,51.47
2018-01-05 07:29:59-08:00,45.73
2018-01-05 07:44:59-08:00,42.0
2018-01-05 07:59:59-08:00,42.0
2018-01-05 08:14:59-08:00,42.0
2018-01-05 08:29:59-08:00,42.0
2018-01-05 08:44:59-08:00,42.2
2018-01-05 08:59:59-08:00,43.0
2018-01-05 09:14:59-08:00,43.0
2018-01-05 09:29:59-08:00,43.67
2018-01-05 09:44:59-08:00,47.67
2018-01-05 09:59:59-08:00,48.27
2018-01-05 10:14:59-08:00,54.73
2018-01-05 10:29:59-08:00,74.67
2018-01-05 10:44:59-08:00,86.47
2018-01-05 10:59:59-08:00,81.2
2018-01-05 11:14:59-08:00,77.93
2018-01-05 11:29:59-08:00,87.13
2018-01-05 11:44:59-08:00,82.6
2018-01-05 11:59:59-08:00,76.8
2018-01-05 12:14:59-08:00,87.73
2018-01-05 12:29:59-08:00,83.53
2018-01-05 12:44:59-08:00,77.0
2018-01-05 12:59:59-08:00,86.8
2018-01-05 13:14:59-08:00,85.4
2018-01-05 13:29:59-08:00,75.8
2018-01-05 13:44:59-08:00,84.47
2018-01-05 13:59:59-08:00,82.4
2018-01-05 14:14:59-08:00,73.27
2018-01-05 14:29:59-08:00,83.33
2018-01-05 14:44:59-08:00,83.6
2018-01-05 14:59:59-08:00,74.0
2018-01-05 15:14:59-08:00,83.93
2018-01-05 15:29:59-08:00,87.47
2018-01-05 15:44:59-08:00,80.6
2018-01-05 15:59:59-08:00,90.53
2018-01-05 16:14:59-08:00,91.47
2018-01-05 16:29:59-08:00,80.87
2018-01-05 16:44:59-08:00,89.33
2018-01-05 16:59:59-08:00,92.87
2018-01-05 17:14:59-08:00,85.0
2018-01-05 17:29:59-08:00,92.6
2018-01-05 17:44:59-08:00,95.87
2018-01-05 17:59:59-08:00,86.73
2018-01-05 18:14:59-08:00,66.93
2018-01-05 18:29:59-08:00,36.87
2018-01-05 18:44:59-08:00,30.87
2018-01-05 18:59:59-08:00,29.0
2018-01-05 19:14:59-08:00,29.07
2018-01-05 19:29:59-08:00,29.0
2018-01-05 19:44:59-08:00,24.33
2018-01-05 19:59:59-08:00,19.0
2018-01-05 20:14:59-08:00,19.53
2018-01-05 20:29:59-08:00,19.8
2018-01-05 20:44:59-08:00,19.13
2018-01-05 20:59:59-08:00,20.0
2018-01-05 21:14:59-08:00,19.8
2018-01-05 21:29:59-08:00,19.6
2018-01-05 21:44:59-08:00,19.67
2018-01-05 21:59:59-08:00,20.0
2018-01-05 22:14:59-08:00,20.0
2018-01-05 22:29:59-08:00,19.93
2018-01-05 22:44:59-08:00,20.0
2018-01-05 22:59:59-08:00,19.93
2018-01-05 23:14:59-08:00,19.2
2018-01-05 23:29:59-08:00,20.0
2018-01-05 23:44:59-08:00,20.0
2018-01-05 23:59:59-08:00,20.0
2018-01-06 00:14:59-08:00,19.4
2018-01-06 00:29:59-08:00,20.0
2018-01-06 00:44:59-08:00,20.0
2018-01-06 00:59:59-08:00,20.0
2018-01-06 01:14:59-08:00,20.0
2018-01-06 01:29:59-08:00,20.0
2018-01-06 01:44:59-08:00,20.67
2018-01-06 01:59:59-08:00,20.4
2018-01-06 02:14:59-08:00,20.0
2018-01-06 02:29:59-08:00,20.47
2018-01-06 02:44:59-08:00,20.2
2018-01-06 02:59:59-08:00,20.0
2018-01-06 03:14:59-08:00,20.0
2018-01-06 03:29:59-08:00,20.0
2018-01-06 03:44:59-08:00,20.0
2018-01-06 03:59:59-08:00,20.0
2018-01-06 04:14:59-08:00,20.0
2018-01-06 04:29:59-08:00,20.0
2018-01-06 04:44:59-08:00,32.33
2018-01-06 04:59:59-08:00,48.07
2018-01-06 05:14:59-08:00,48.27
2018-01-06 05:29:59-08:00,48.0
2018-01-06 05:44:59-08:00,48.6
2018-01-06 05:59:59-08:00,48.07
2018-01-06 06:14:59-08:00,48.0
2018-01-06 06:29:59-08:00,48.0
2018-01-06 06:44:59-08:00,48.33
2018-01-06 06:59:59-08:00,48.33
2018-01-06 07:14:59-08:00,40.67
2018-01-06 07:29:59-08:00,29.13
2018-01-06 07:44:59-08:00,29.0
2018-01-06 07:59:59-08:00,29.0
2018-01-06 08:14:59-08:00,29.0
2018-01-06 08:29:59-08:00,29.0
2018-01-06 08:44:59-08:00,29.0
2018-01-06 08:59:59-08:00,29.0
2018-01-06 09:14:59-08:00,30.0
2018-01-06 09:29:59-08:00,29.13
2018-01-06 09:44:59-08:00,29.0
2018-01-06 09:59:59-08:00,29.0
2018-01-06 10:14:59-08:00,29.33
2018-01-06 10:29:59-08:00,32.07
2018-01-06 10:44:59-08:00,48.6
2018-01-06 10:59:59-08:00,64.2
2018-01-06 11:14:59-08:00,61.8
2018-01-06 11:29:59-08:00,53.6
2018-01-06 11:44:59-08:00,63.53
2018-01-06 11:59:59-08:00,62.33
2018-01-06 12:14:59-08:00,53.33
2018-01-06 12:29:59-08:00,63.27
2018-01-06 12:44:59-08:00,63.0
2018-01-06 12:59:59-08:00,53.53
2018-01-06 13:14:59-08:00,63.47
2018-01-06 13:29:59-08:00,63.27
2018-01-06 13:44:59-08:00,52.73
2018-01-06 13:59:59-08:00,62.4
2018-01-06 14:14:59-08:00,63.87
2018-01-06 14:29:59-08:00,52.93
2018-01-06 14:44:59-08:00,62.53
2018-01-06 14:59:59-08:00,63.8
2018-01-06 15:14:59-08:00,53.73
2018-01-06 15:29:59-08:00,61.33
2018-01-06 15:44:59-08:00,63.93
2018-01-06 15:59:59-08:00,54.0
2018-01-06 16:14:59-08:00,61.0
2018-01-06 16:29:59-08:00,64.4
2018-01-06 16:44:59-08:00,55.0
2018-01-06 16:59:59-08:00,62.8
2018-01-06 17:14:59-08:00,63.87
2018-01-06 17:29:59-08:00,50.67
2018-01-06 17:44:59-08:00,52.73
2018-01-06 17:59:59-08:00,57.73
2018-01-06 18:14:59-08:00,47.47
2018-01-06 18:29:59-08:00,31.67
2018-01-06 18:44:59-08:00,30.0
2018-01-06 18:59:59-08:00,29.13
2018-01-06 19:14:59-08:00,23.0
2018-01-06 19:29:59-08:00,20.0
2018-01-06 19:44:59-08:00,20.0
2018-01-06 19:59:59-08:00,20.0
2018-01-06 20:14:59-08:00,20.0
2018-01-06 20:29:59-08:00,20.0
2018-01-06 20:44:59-08:00,20.0
2018-01-06 20:59:59-08:00,20.0
2018-01-06 21:14:59-08:00,20.0
2018-01-06 21:29:59-08:00,20.0
2018-01-06 21:44:59-08:00,20.0
2018-01-06 21:59:59-08:00,20.67
2018-01-06 22:14:59-08:00,20.53
2018-01-06 22:29:59-08:00,20.67
2018-01-06 22:44:59-08:00,20.0
2018-01-06 22:59:59-08:00,20.0
2018-01-06 23:14:59-08:00,20.0
2018-01-06 23:29:59-08:00,20.0
2018-01-06 23:44:59-08:00,20.67
2018-01-06 23:59:59-08:00,20.27
2018-01-07 00:14:59-08:00,20.0
2018-01-07 00:29:59-08:00,20.0
2018-01-07 00:44:59-08:00,20.6
2018-01-07 00:59:59-08:00,20.53
2018-01-07 01:14:59-08:00,20.0
2018-01-07 01:29:59-08:00,20.0
2018-01-07 01:44:59-08:00,20.6
2018-01-07 01:59:59-08:00,20.0
2018-01-07 02:14:59-08:00,20.0
2018-01-07 02:29:59-08:00,20.47
2018-01-07 02:44:59-08:00,20.53
2018-01-07 02:59:59-08:00,20.0
2018-01-07 03:14:59-08:00,20.0
2018-01-07 03:29:59-08:00,20.0
2018-01-07 03:44:59-08:00,20.0
2018-01-07 03:59:59-08:00,20.0
2018-01-07 04:14:59-08:00,30.8
2018-01-07 04:29:59-08:00,48.6
2018-01-07 04:44:59-08:00,49.07
2018-01-07 04:59:59-08:00,49.53
2018-01-07 05:14:59-08:00,49.0
2018-01-07 05:29:59-08:00,48.0
2018-01-07 05:44:59-08:00,43.0
2018-01-07 05:59:59-08:00,41.13
2018-01-07 06:14:59-08:00,41.6
2018-01-07 06:29:59-08:00,41.0
2018-01-07 06:44:59-08:00,41.0
2018-01-07 06:59:59-08:00,41.0
2018-01-07 07:14:59-08:00,35.6
2018-01-07 07:29:59-08:00,25.13
2018-01-07 07:44:59-08:00,26.47
2018-01-07 07:59:59-08:00,29.0
2018-01-07 08:14:59-08:00,34.2
2018-01-07 08:29:59-08:00,43.73
2018-01-07 08:44:59-08:00,42.93
2018-01-07 08:59:59-08:00,43.0
2018-01-07 09:14:59-08:00,43.0
2018-01-07 09:29:59-08:00,43.8
2018-01-07 09:44:59-08:00,44.0
2018-01-07 09:59:59-08:00,44.07
2018-01-07 10:14:59-08:00,45.8
2018-01-07 10:29:59-08:00,44.8
2018-01-07 10:44:59-08:00,45.0
2018-01-07 10:59:59-08:00,44.73
2018-01-07 11:14:59-08:00,44.0
2018-01-07 11:29:59-08:00,46.07
2018-01-07 11:44:59-08:00,61.73
2018-01-07 11:59:59-08:00,78.73
2018-01-07 12:14:59-08:00,70.93
2018-01-07 12:29:59-08:00,52.93
2018-01-07 12:44:59-08:00,63.0
2018-01-07 12:59:59-08:00,63.2
2018-01-07 13:14:59-08:00,52.93
2018-01-07 13:29:59-08:00,62.4
2018-01-07 13:44:59-08:00,63.47
2018-01-07 13:59:59-08:00,53.27
2018-01-07 14:14:59-08:00,64.07
2018-01-07 14:29:59-08:00,64.53
2018-01-07 14:44:59-08:00,54.07
2018-01-07 14:59:59-08:00,62.47
2018-01-07 15:14:59-08:00,64.4
2018-01-07 15:29:59-08:00,54.2
2018-01-07 15:44:59-08:00,60.0
2018-01-07 15:59:59-08:00,64.33
2018-01-07 16:14:59-08:00,54.47
2018-01-07 16:29:59-08:00,59.93
2018-01-07 16:44:59-08:00,65.4
2018-01-07 16:59:59-08:00,56.2
2018-01-07 17:14:59-08:00,57.53
2018-01-07 17:29:59-08:00,58.33
2018-01-07 17:44:59-08:00,50.0
2018-01-07 17:59:59-08:00,49.87
2018-01-07 18:14:59-08:00,46.13
2018-01-07 18:29:59-08:00,31.73
2018-01-07 18:44:59-08:00,30.0
2018-01-07 18:59:59-08:00,30.4
2018-01-07 19:14:59-08:00,30.13
2018-01-07 19:29:59-08:00,30.0
2018-01-07 19:44:59-08:00,30.0
2018-01-07 19:59:59-08:00,30.0
2018-01-07 20:14:59-08:00,28.8
2018-01-07 20:29:59-08:00,21.47
2018-01-07 20:44:59-08:00,20.0
2018-01-07 20:59:59-08:00,20.07
2018-01-07 21:14:59-08:00,21.0
2018-01-07 21:29:59-08:00,20.07
2018-01-07 21:44:59-08:00,20.0
2018-01-07 21:59:59-08:00,20.2
