US/Pacific Time Stamp,Hahn Building Demand
2018-10-13 20:44:59-07:00,31.0
2018-10-13 20:59:59-07:00,30.53
2018-10-13 21:14:59-07:00,31.0
2018-10-13 21:29:59-07:00,31.0
2018-10-13 21:44:59-07:00,31.0
2018-10-13 21:59:59-07:00,31.0
2018-10-13 22:14:59-07:00,30.93
2018-10-13 22:29:59-07:00,30.0
2018-10-13 22:44:59-07:00,30.0
2018-10-13 22:59:59-07:00,30.0
2018-10-13 23:14:59-07:00,30.0
2018-10-13 23:29:59-07:00,30.0
2018-10-13 23:44:59-07:00,30.67
2018-10-13 23:59:59-07:00,30.33
2018-10-14 00:14:59-07:00,30.73
2018-10-14 00:29:59-07:00,30.93
2018-10-14 00:44:59-07:00,30.13
2018-10-14 00:59:59-07:00,30.0
2018-10-14 01:14:59-07:00,30.0
2018-10-14 01:29:59-07:00,30.27
2018-10-14 01:44:59-07:00,30.73
2018-10-14 01:59:59-07:00,30.0
2018-10-14 02:14:59-07:00,30.0
2018-10-14 02:29:59-07:00,30.0
2018-10-14 02:44:59-07:00,30.0
2018-10-14 02:59:59-07:00,30.0
2018-10-14 03:14:59-07:00,30.67
2018-10-14 03:29:59-07:00,30.27
2018-10-14 03:44:59-07:00,30.67
2018-10-14 03:59:59-07:00,30.0
2018-10-14 04:14:59-07:00,38.87
2018-10-14 04:29:59-07:00,52.27
2018-10-14 04:44:59-07:00,52.53
2018-10-14 04:59:59-07:00,52.47
2018-10-14 05:14:59-07:00,52.0
2018-10-14 05:29:59-07:00,52.07
2018-10-14 05:44:59-07:00,53.0
2018-10-14 05:59:59-07:00,53.0
2018-10-14 06:14:59-07:00,53.0
2018-10-14 06:29:59-07:00,53.47
2018-10-14 06:44:59-07:00,57.2
2018-10-14 06:59:59-07:00,57.33
2018-10-14 07:14:59-07:00,48.6
2018-10-14 07:29:59-07:00,36.07
2018-10-14 07:44:59-07:00,35.93
2018-10-14 07:59:59-07:00,35.0
2018-10-14 08:14:59-07:00,35.0
2018-10-14 08:29:59-07:00,36.2
2018-10-14 08:44:59-07:00,36.8
2018-10-14 08:59:59-07:00,36.07
2018-10-14 09:14:59-07:00,36.0
2018-10-14 09:29:59-07:00,36.0
2018-10-14 09:44:59-07:00,39.67
2018-10-14 09:59:59-07:00,44.0
2018-10-14 10:14:59-07:00,43.07
2018-10-14 10:29:59-07:00,43.0
2018-10-14 10:44:59-07:00,43.0
2018-10-14 10:59:59-07:00,44.07
2018-10-14 11:14:59-07:00,45.27
2018-10-14 11:29:59-07:00,49.4
2018-10-14 11:44:59-07:00,117.27
2018-10-14 11:59:59-07:00,125.13
2018-10-14 12:14:59-07:00,91.93
2018-10-14 12:29:59-07:00,119.6
2018-10-14 12:44:59-07:00,100.6
2018-10-14 12:59:59-07:00,119.73
2018-10-14 13:14:59-07:00,100.93
2018-10-14 13:29:59-07:00,119.6
2018-10-14 13:44:59-07:00,104.47
2018-10-14 13:59:59-07:00,122.93
2018-10-14 14:14:59-07:00,100.93
2018-10-14 14:29:59-07:00,119.2
2018-10-14 14:44:59-07:00,101.73
2018-10-14 14:59:59-07:00,107.27
2018-10-14 15:14:59-07:00,97.53
2018-10-14 15:29:59-07:00,96.4
2018-10-14 15:44:59-07:00,104.73
2018-10-14 15:59:59-07:00,101.67
2018-10-14 16:14:59-07:00,95.6
2018-10-14 16:29:59-07:00,106.6
2018-10-14 16:44:59-07:00,93.27
2018-10-14 16:59:59-07:00,94.87
2018-10-14 17:14:59-07:00,101.93
2018-10-14 17:29:59-07:00,96.93
2018-10-14 17:44:59-07:00,90.53
2018-10-14 17:59:59-07:00,95.27
2018-10-14 18:14:59-07:00,96.73
2018-10-14 18:29:59-07:00,92.0
2018-10-14 18:44:59-07:00,100.8
2018-10-14 18:59:59-07:00,131.87
2018-10-14 19:14:59-07:00,133.13
2018-10-14 19:29:59-07:00,134.0
2018-10-14 19:44:59-07:00,106.8
2018-10-14 19:59:59-07:00,119.4
2018-10-14 20:14:59-07:00,89.27
2018-10-14 20:29:59-07:00,112.33
2018-10-14 20:44:59-07:00,79.4
2018-10-14 20:59:59-07:00,89.2
2018-10-14 21:14:59-07:00,73.87
2018-10-14 21:29:59-07:00,37.0
2018-10-14 21:44:59-07:00,34.0
2018-10-14 21:59:59-07:00,34.87
2018-10-14 22:14:59-07:00,34.2
2018-10-14 22:29:59-07:00,34.27
2018-10-14 22:44:59-07:00,34.0
2018-10-14 22:59:59-07:00,34.0
2018-10-14 23:14:59-07:00,33.93
2018-10-14 23:29:59-07:00,32.13
2018-10-14 23:44:59-07:00,30.67
2018-10-14 23:59:59-07:00,30.0
2018-10-15 00:14:59-07:00,30.0
2018-10-15 00:29:59-07:00,30.6
2018-10-15 00:44:59-07:00,30.27
2018-10-15 00:59:59-07:00,30.0
2018-10-15 01:14:59-07:00,30.0
2018-10-15 01:29:59-07:00,30.53
2018-10-15 01:44:59-07:00,30.47
2018-10-15 01:59:59-07:00,30.0
2018-10-15 02:14:59-07:00,30.0
2018-10-15 02:29:59-07:00,30.0
2018-10-15 02:44:59-07:00,30.4
2018-10-15 02:59:59-07:00,30.53
2018-10-15 03:14:59-07:00,30.0
2018-10-15 03:29:59-07:00,30.0
2018-10-15 03:44:59-07:00,30.0
2018-10-15 03:59:59-07:00,30.27
2018-10-15 04:14:59-07:00,39.27
2018-10-15 04:29:59-07:00,52.4
2018-10-15 04:44:59-07:00,52.07
2018-10-15 04:59:59-07:00,52.67
2018-10-15 05:14:59-07:00,52.73
2018-10-15 05:29:59-07:00,53.87
2018-10-15 05:44:59-07:00,53.0
2018-10-15 05:59:59-07:00,53.6
2018-10-15 06:14:59-07:00,53.4
2018-10-15 06:29:59-07:00,53.0
2018-10-15 06:44:59-07:00,53.4
2018-10-15 06:59:59-07:00,54.27
2018-10-15 07:14:59-07:00,49.13
2018-10-15 07:29:59-07:00,49.2
2018-10-15 07:44:59-07:00,60.67
2018-10-15 07:59:59-07:00,63.0
2018-10-15 08:14:59-07:00,63.0
2018-10-15 08:29:59-07:00,63.0
2018-10-15 08:44:59-07:00,63.0
2018-10-15 08:59:59-07:00,63.87
2018-10-15 09:14:59-07:00,64.0
2018-10-15 09:29:59-07:00,70.73
2018-10-15 09:44:59-07:00,188.0
2018-10-15 09:59:59-07:00,234.2
2018-10-15 10:14:59-07:00,183.67
2018-10-15 10:29:59-07:00,178.73
2018-10-15 10:44:59-07:00,179.27
2018-10-15 10:59:59-07:00,180.93
2018-10-15 11:14:59-07:00,182.73
2018-10-15 11:29:59-07:00,185.0
2018-10-15 11:44:59-07:00,186.2
2018-10-15 11:59:59-07:00,183.2
2018-10-15 12:14:59-07:00,183.93
2018-10-15 12:29:59-07:00,184.2
2018-10-15 12:44:59-07:00,181.0
2018-10-15 12:59:59-07:00,177.73
2018-10-15 13:14:59-07:00,179.33
2018-10-15 13:29:59-07:00,177.33
2018-10-15 13:44:59-07:00,177.47
2018-10-15 13:59:59-07:00,175.13
2018-10-15 14:14:59-07:00,177.27
2018-10-15 14:29:59-07:00,178.8
2018-10-15 14:44:59-07:00,178.53
2018-10-15 14:59:59-07:00,175.8
2018-10-15 15:14:59-07:00,175.87
2018-10-15 15:29:59-07:00,175.67
2018-10-15 15:44:59-07:00,176.87
2018-10-15 15:59:59-07:00,177.33
2018-10-15 16:14:59-07:00,178.33
2018-10-15 16:29:59-07:00,176.8
2018-10-15 16:44:59-07:00,176.8
2018-10-15 16:59:59-07:00,180.93
2018-10-15 17:14:59-07:00,164.6
2018-10-15 17:29:59-07:00,117.67
2018-10-15 17:44:59-07:00,64.13
2018-10-15 17:59:59-07:00,59.27
2018-10-15 18:14:59-07:00,54.73
2018-10-15 18:29:59-07:00,38.8
2018-10-15 18:44:59-07:00,36.13
2018-10-15 18:59:59-07:00,34.4
2018-10-15 19:14:59-07:00,34.4
2018-10-15 19:29:59-07:00,35.0
2018-10-15 19:44:59-07:00,35.0
2018-10-15 19:59:59-07:00,34.4
2018-10-15 20:14:59-07:00,34.0
2018-10-15 20:29:59-07:00,33.27
2018-10-15 20:44:59-07:00,31.0
2018-10-15 20:59:59-07:00,30.2
2018-10-15 21:14:59-07:00,30.0
2018-10-15 21:29:59-07:00,30.0
2018-10-15 21:44:59-07:00,30.0
2018-10-15 21:59:59-07:00,30.73
2018-10-15 22:14:59-07:00,30.0
2018-10-15 22:29:59-07:00,30.0
2018-10-15 22:44:59-07:00,30.0
2018-10-15 22:59:59-07:00,30.0
2018-10-15 23:14:59-07:00,30.0
2018-10-15 23:29:59-07:00,30.0
2018-10-15 23:44:59-07:00,30.0
2018-10-15 23:59:59-07:00,30.0
2018-10-16 00:14:59-07:00,30.0
2018-10-16 00:29:59-07:00,30.0
2018-10-16 00:44:59-07:00,30.0
2018-10-16 00:59:59-07:00,30.0
2018-10-16 01:14:59-07:00,30.0
2018-10-16 01:29:59-07:00,30.0
2018-10-16 01:44:59-07:00,30.0
2018-10-16 01:59:59-07:00,30.0
2018-10-16 02:14:59-07:00,30.0
2018-10-16 02:29:59-07:00,30.0
2018-10-16 02:44:59-07:00,30.0
2018-10-16 02:59:59-07:00,30.8
2018-10-16 03:14:59-07:00,30.2
2018-10-16 03:29:59-07:00,30.0
2018-10-16 03:44:59-07:00,30.0
2018-10-16 03:59:59-07:00,30.0
2018-10-16 04:14:59-07:00,37.47
2018-10-16 04:29:59-07:00,48.27
2018-10-16 04:44:59-07:00,48.2
2018-10-16 04:59:59-07:00,48.2
2018-10-16 05:14:59-07:00,49.0
2018-10-16 05:29:59-07:00,49.0
2018-10-16 05:44:59-07:00,49.0
2018-10-16 05:59:59-07:00,48.13
2018-10-16 06:14:59-07:00,48.0
2018-10-16 06:29:59-07:00,48.67
2018-10-16 06:44:59-07:00,49.0
2018-10-16 06:59:59-07:00,48.93
2018-10-16 07:14:59-07:00,43.2
2018-10-16 07:29:59-07:00,42.73
2018-10-16 07:44:59-07:00,51.4
2018-10-16 07:59:59-07:00,54.8
2018-10-16 08:14:59-07:00,54.0
2018-10-16 08:29:59-07:00,54.0
2018-10-16 08:44:59-07:00,54.0
2018-10-16 08:59:59-07:00,52.87
2018-10-16 09:14:59-07:00,52.47
2018-10-16 09:29:59-07:00,53.0
2018-10-16 09:44:59-07:00,57.07
2018-10-16 09:59:59-07:00,59.2
2018-10-16 10:14:59-07:00,67.0
2018-10-16 10:29:59-07:00,186.87
2018-10-16 10:44:59-07:00,246.53
2018-10-16 10:59:59-07:00,201.67
2018-10-16 11:14:59-07:00,197.6
2018-10-16 11:29:59-07:00,200.07
2018-10-16 11:44:59-07:00,199.47
2018-10-16 11:59:59-07:00,199.27
2018-10-16 12:14:59-07:00,200.73
2018-10-16 12:29:59-07:00,202.0
2018-10-16 12:44:59-07:00,201.13
2018-10-16 12:59:59-07:00,199.13
2018-10-16 13:14:59-07:00,194.53
2018-10-16 13:29:59-07:00,190.87
2018-10-16 13:44:59-07:00,188.8
2018-10-16 13:59:59-07:00,188.87
2018-10-16 14:14:59-07:00,187.87
2018-10-16 14:29:59-07:00,185.73
2018-10-16 14:44:59-07:00,187.73
2018-10-16 14:59:59-07:00,187.6
2018-10-16 15:14:59-07:00,186.4
2018-10-16 15:29:59-07:00,185.8
2018-10-16 15:44:59-07:00,185.29
2018-10-16 15:59:59-07:00,184.4
2018-10-16 16:14:59-07:00,185.53
2018-10-16 16:29:59-07:00,185.2
2018-10-16 16:44:59-07:00,181.4
2018-10-16 16:59:59-07:00,181.4
2018-10-16 17:14:59-07:00,165.47
2018-10-16 17:29:59-07:00,117.87
2018-10-16 17:44:59-07:00,63.73
2018-10-16 17:59:59-07:00,60.27
2018-10-16 18:14:59-07:00,53.87
2018-10-16 18:29:59-07:00,37.47
2018-10-16 18:44:59-07:00,35.0
2018-10-16 18:59:59-07:00,34.0
2018-10-16 19:14:59-07:00,34.8
2018-10-16 19:29:59-07:00,34.87
2018-10-16 19:44:59-07:00,33.47
2018-10-16 19:59:59-07:00,32.93
2018-10-16 20:14:59-07:00,32.6
2018-10-16 20:29:59-07:00,32.8
2018-10-16 20:44:59-07:00,32.0
2018-10-16 20:59:59-07:00,32.0
2018-10-16 21:14:59-07:00,32.0
2018-10-16 21:29:59-07:00,32.0
2018-10-16 21:44:59-07:00,32.0
2018-10-16 21:59:59-07:00,32.4
2018-10-16 22:14:59-07:00,32.67
2018-10-16 22:29:59-07:00,32.0
2018-10-16 22:44:59-07:00,32.0
2018-10-16 22:59:59-07:00,32.0
2018-10-16 23:14:59-07:00,32.0
2018-10-16 23:29:59-07:00,31.47
2018-10-16 23:44:59-07:00,31.47
2018-10-16 23:59:59-07:00,32.0
2018-10-17 00:14:59-07:00,31.4
2018-10-17 00:29:59-07:00,30.13
2018-10-17 00:44:59-07:00,30.0
2018-10-17 00:59:59-07:00,30.0
2018-10-17 01:14:59-07:00,30.47
2018-10-17 01:29:59-07:00,30.0
2018-10-17 01:44:59-07:00,30.0
2018-10-17 01:59:59-07:00,29.93
2018-10-17 02:14:59-07:00,29.0
2018-10-17 02:29:59-07:00,29.0
2018-10-17 02:44:59-07:00,29.0
2018-10-17 02:59:59-07:00,29.0
2018-10-17 03:14:59-07:00,29.0
2018-10-17 03:29:59-07:00,29.0
2018-10-17 03:44:59-07:00,29.0
2018-10-17 03:59:59-07:00,29.0
2018-10-17 04:14:59-07:00,36.8
2018-10-17 04:29:59-07:00,48.87
2018-10-17 04:44:59-07:00,49.27
2018-10-17 04:59:59-07:00,49.0
2018-10-17 05:14:59-07:00,49.0
2018-10-17 05:29:59-07:00,48.33
2018-10-17 05:44:59-07:00,48.8
2018-10-17 05:59:59-07:00,49.0
2018-10-17 06:14:59-07:00,48.6
2018-10-17 06:29:59-07:00,48.6
2018-10-17 06:44:59-07:00,48.67
2018-10-17 06:59:59-07:00,48.0
2018-10-17 07:14:59-07:00,43.27
2018-10-17 07:29:59-07:00,41.6
2018-10-17 07:44:59-07:00,49.87
2018-10-17 07:59:59-07:00,52.0
2018-10-17 08:14:59-07:00,52.0
2018-10-17 08:29:59-07:00,52.47
2018-10-17 08:44:59-07:00,53.67
2018-10-17 08:59:59-07:00,53.0
2018-10-17 09:14:59-07:00,53.0
2018-10-17 09:29:59-07:00,54.93
2018-10-17 09:44:59-07:00,56.47
2018-10-17 09:59:59-07:00,80.4
2018-10-17 10:14:59-07:00,178.87
2018-10-17 10:29:59-07:00,222.73
2018-10-17 10:44:59-07:00,224.87
2018-10-17 10:59:59-07:00,212.07
2018-10-17 11:14:59-07:00,207.33
2018-10-17 11:29:59-07:00,207.87
2018-10-17 11:44:59-07:00,213.0
2018-10-17 11:59:59-07:00,211.47
2018-10-17 12:14:59-07:00,211.73
2018-10-17 12:29:59-07:00,208.33
2018-10-17 12:44:59-07:00,201.13
2018-10-17 12:59:59-07:00,194.53
2018-10-17 13:14:59-07:00,184.07
2018-10-17 13:29:59-07:00,185.93
2018-10-17 13:44:59-07:00,191.2
2018-10-17 13:59:59-07:00,190.4
2018-10-17 14:14:59-07:00,191.2
2018-10-17 14:29:59-07:00,187.67
2018-10-17 14:44:59-07:00,197.4
2018-10-17 14:59:59-07:00,192.67
2018-10-17 15:14:59-07:00,193.07
2018-10-17 15:29:59-07:00,189.47
2018-10-17 15:44:59-07:00,192.47
2018-10-17 15:59:59-07:00,190.27
2018-10-17 16:14:59-07:00,191.13
2018-10-17 16:29:59-07:00,190.4
2018-10-17 16:44:59-07:00,187.07
2018-10-17 16:59:59-07:00,185.4
2018-10-17 17:14:59-07:00,166.0
2018-10-17 17:29:59-07:00,85.67
2018-10-17 17:44:59-07:00,58.53
2018-10-17 17:59:59-07:00,70.2
2018-10-17 18:14:59-07:00,58.67
2018-10-17 18:29:59-07:00,37.87
2018-10-17 18:44:59-07:00,35.8
2018-10-17 18:59:59-07:00,33.2
2018-10-17 19:14:59-07:00,33.0
2018-10-17 19:29:59-07:00,32.93
2018-10-17 19:44:59-07:00,32.0
2018-10-17 19:59:59-07:00,32.0
2018-10-17 20:14:59-07:00,32.0
2018-10-17 20:29:59-07:00,32.0
2018-10-17 20:44:59-07:00,32.0
2018-10-17 20:59:59-07:00,32.0
2018-10-17 21:14:59-07:00,32.0
2018-10-17 21:29:59-07:00,32.73
2018-10-17 21:44:59-07:00,31.2
2018-10-17 21:59:59-07:00,30.0
2018-10-17 22:14:59-07:00,30.0
2018-10-17 22:29:59-07:00,30.93
2018-10-17 22:44:59-07:00,30.13
2018-10-17 22:59:59-07:00,30.0
2018-10-17 23:14:59-07:00,30.0
2018-10-17 23:29:59-07:00,30.0
2018-10-17 23:44:59-07:00,30.0
2018-10-17 23:59:59-07:00,30.0
2018-10-18 00:14:59-07:00,30.0
2018-10-18 00:29:59-07:00,30.0
2018-10-18 00:44:59-07:00,30.0
2018-10-18 00:59:59-07:00,30.0
2018-10-18 01:14:59-07:00,30.0
2018-10-18 01:29:59-07:00,30.0
2018-10-18 01:44:59-07:00,30.0
2018-10-18 01:59:59-07:00,30.0
2018-10-18 02:14:59-07:00,30.0
2018-10-18 02:29:59-07:00,30.0
2018-10-18 02:44:59-07:00,30.0
2018-10-18 02:59:59-07:00,30.0
2018-10-18 03:14:59-07:00,30.0
2018-10-18 03:29:59-07:00,30.0
2018-10-18 03:44:59-07:00,30.0
2018-10-18 03:59:59-07:00,30.0
2018-10-18 04:14:59-07:00,38.67
2018-10-18 04:29:59-07:00,51.73
2018-10-18 04:44:59-07:00,50.8
2018-10-18 04:59:59-07:00,50.27
2018-10-18 05:14:59-07:00,50.53
2018-10-18 05:29:59-07:00,50.53
2018-10-18 05:44:59-07:00,51.0
2018-10-18 05:59:59-07:00,51.0
2018-10-18 06:14:59-07:00,50.67
2018-10-18 06:29:59-07:00,50.2
2018-10-18 06:44:59-07:00,50.27
2018-10-18 06:59:59-07:00,50.0
2018-10-18 07:14:59-07:00,45.0
2018-10-18 07:29:59-07:00,43.4
2018-10-18 07:44:59-07:00,51.47
2018-10-18 07:59:59-07:00,53.0
2018-10-18 08:14:59-07:00,53.0
2018-10-18 08:29:59-07:00,53.8
2018-10-18 08:44:59-07:00,54.53
2018-10-18 08:59:59-07:00,54.8
2018-10-18 09:14:59-07:00,54.6
2018-10-18 09:29:59-07:00,58.8
2018-10-18 09:44:59-07:00,59.53
2018-10-18 09:59:59-07:00,95.73
2018-10-18 10:14:59-07:00,192.2
2018-10-18 10:29:59-07:00,229.53
2018-10-18 10:44:59-07:00,230.53
2018-10-18 10:59:59-07:00,224.0
2018-10-18 11:14:59-07:00,210.8
2018-10-18 11:29:59-07:00,205.47
2018-10-18 11:44:59-07:00,205.07
2018-10-18 11:59:59-07:00,202.27
2018-10-18 12:14:59-07:00,199.13
2018-10-18 12:29:59-07:00,196.67
2018-10-18 12:44:59-07:00,193.93
2018-10-18 12:59:59-07:00,182.87
2018-10-18 13:14:59-07:00,183.4
2018-10-18 13:29:59-07:00,189.93
2018-10-18 13:44:59-07:00,190.47
2018-10-18 13:59:59-07:00,192.93
2018-10-18 14:14:59-07:00,190.87
2018-10-18 14:29:59-07:00,191.4
2018-10-18 14:44:59-07:00,190.4
2018-10-18 14:59:59-07:00,197.07
2018-10-18 15:14:59-07:00,190.07
2018-10-18 15:29:59-07:00,191.67
2018-10-18 15:44:59-07:00,189.93
2018-10-18 15:59:59-07:00,186.0
2018-10-18 16:14:59-07:00,193.2
2018-10-18 16:29:59-07:00,220.33
2018-10-18 16:44:59-07:00,268.0
2018-10-18 16:59:59-07:00,237.53
2018-10-18 17:14:59-07:00,166.93
2018-10-18 17:29:59-07:00,109.13
2018-10-18 17:44:59-07:00,55.8
2018-10-18 17:59:59-07:00,52.2
2018-10-18 18:14:59-07:00,54.93
2018-10-18 18:29:59-07:00,31.87
2018-10-18 18:44:59-07:00,29.6
2018-10-18 18:59:59-07:00,29.0
2018-10-18 19:14:59-07:00,29.73
2018-10-18 19:29:59-07:00,29.4
2018-10-18 19:44:59-07:00,29.0
2018-10-18 19:59:59-07:00,29.0
2018-10-18 20:14:59-07:00,29.2
2018-10-18 20:29:59-07:00,29.0
2018-10-18 20:44:59-07:00,29.4
2018-10-18 20:59:59-07:00,29.67
2018-10-18 21:14:59-07:00,29.0
2018-10-18 21:29:59-07:00,29.2
2018-10-18 21:44:59-07:00,29.6
2018-10-18 21:59:59-07:00,29.0
2018-10-18 22:14:59-07:00,29.0
2018-10-18 22:29:59-07:00,29.0
2018-10-18 22:44:59-07:00,29.6
2018-10-18 22:59:59-07:00,29.13
2018-10-18 23:14:59-07:00,29.6
2018-10-18 23:29:59-07:00,29.67
2018-10-18 23:44:59-07:00,29.47
2018-10-18 23:59:59-07:00,29.33
2018-10-19 00:14:59-07:00,30.73
2018-10-19 00:29:59-07:00,29.07
2018-10-19 00:44:59-07:00,29.0
2018-10-19 00:59:59-07:00,29.53
2018-10-19 01:14:59-07:00,29.47
2018-10-19 01:29:59-07:00,29.33
2018-10-19 01:44:59-07:00,30.0
2018-10-19 01:59:59-07:00,29.67
2018-10-19 02:14:59-07:00,29.6
2018-10-19 02:29:59-07:00,29.0
2018-10-19 02:44:59-07:00,29.53
2018-10-19 02:59:59-07:00,29.47
2018-10-19 03:14:59-07:00,29.4
2018-10-19 03:29:59-07:00,30.0
2018-10-19 03:44:59-07:00,30.0
2018-10-19 03:59:59-07:00,29.07
2018-10-19 04:14:59-07:00,29.0
2018-10-19 04:29:59-07:00,29.0
2018-10-19 04:44:59-07:00,29.87
2018-10-19 04:59:59-07:00,29.07
2018-10-19 05:14:59-07:00,29.0
2018-10-19 05:29:59-07:00,29.0
2018-10-19 05:44:59-07:00,29.2
2018-10-19 05:59:59-07:00,29.0
2018-10-19 06:14:59-07:00,29.0
2018-10-19 06:29:59-07:00,29.0
2018-10-19 06:44:59-07:00,29.33
2018-10-19 06:59:59-07:00,30.6
2018-10-19 07:14:59-07:00,33.2
2018-10-19 07:29:59-07:00,42.73
2018-10-19 07:44:59-07:00,51.07
2018-10-19 07:59:59-07:00,53.4
2018-10-19 08:14:59-07:00,55.27
2018-10-19 08:29:59-07:00,54.4
2018-10-19 08:44:59-07:00,52.07
2018-10-19 08:59:59-07:00,54.07
2018-10-19 09:14:59-07:00,126.53
2018-10-19 09:29:59-07:00,209.13
2018-10-19 09:44:59-07:00,223.67
2018-10-19 09:59:59-07:00,224.13
2018-10-19 10:14:59-07:00,219.13
2018-10-19 10:29:59-07:00,206.6
2018-10-19 10:44:59-07:00,199.13
2018-10-19 10:59:59-07:00,199.27
2018-10-19 11:14:59-07:00,196.0
2018-10-19 11:29:59-07:00,189.67
2018-10-19 11:44:59-07:00,189.87
2018-10-19 11:59:59-07:00,191.67
2018-10-19 12:14:59-07:00,187.67
2018-10-19 12:29:59-07:00,187.87
2018-10-19 12:44:59-07:00,188.4
2018-10-19 12:59:59-07:00,184.4
2018-10-19 13:14:59-07:00,190.93
2018-10-19 13:29:59-07:00,188.07
2018-10-19 13:44:59-07:00,190.87
2018-10-19 13:59:59-07:00,187.93
2018-10-19 14:14:59-07:00,183.67
2018-10-19 14:29:59-07:00,200.73
2018-10-19 14:44:59-07:00,241.6
2018-10-19 14:59:59-07:00,270.13
2018-10-19 15:14:59-07:00,233.13
2018-10-19 15:29:59-07:00,199.07
2018-10-19 15:44:59-07:00,214.87
2018-10-19 15:59:59-07:00,254.93
2018-10-19 16:14:59-07:00,270.6
2018-10-19 16:29:59-07:00,226.2
2018-10-19 16:44:59-07:00,200.13
2018-10-19 16:59:59-07:00,209.07
2018-10-19 17:14:59-07:00,219.73
2018-10-19 17:29:59-07:00,123.13
2018-10-19 17:44:59-07:00,58.6
2018-10-19 17:59:59-07:00,69.0
2018-10-19 18:14:59-07:00,55.4
2018-10-19 18:29:59-07:00,35.53
2018-10-19 18:44:59-07:00,33.0
2018-10-19 18:59:59-07:00,33.0
2018-10-19 19:14:59-07:00,32.53
2018-10-19 19:29:59-07:00,32.93
2018-10-19 19:44:59-07:00,33.0
2018-10-19 19:59:59-07:00,33.0
2018-10-19 20:14:59-07:00,32.8
2018-10-19 20:29:59-07:00,32.0
2018-10-19 20:44:59-07:00,32.93
2018-10-19 20:59:59-07:00,33.0
2018-10-19 21:14:59-07:00,32.93
2018-10-19 21:29:59-07:00,32.87
2018-10-19 21:44:59-07:00,33.0
2018-10-19 21:59:59-07:00,32.4
2018-10-19 22:14:59-07:00,33.0
2018-10-19 22:29:59-07:00,33.0
2018-10-19 22:44:59-07:00,33.0
2018-10-19 22:59:59-07:00,33.0
2018-10-19 23:14:59-07:00,33.0
2018-10-19 23:29:59-07:00,33.0
2018-10-19 23:44:59-07:00,33.0
2018-10-19 23:59:59-07:00,33.0
2018-10-20 00:14:59-07:00,33.0
2018-10-20 00:29:59-07:00,33.0
2018-10-20 00:44:59-07:00,33.0
2018-10-20 00:59:59-07:00,33.0
2018-10-20 01:14:59-07:00,33.0
2018-10-20 01:29:59-07:00,32.53
2018-10-20 01:44:59-07:00,33.0
2018-10-20 01:59:59-07:00,33.0
2018-10-20 02:14:59-07:00,33.07
2018-10-20 02:29:59-07:00,33.67
2018-10-20 02:44:59-07:00,34.27
2018-10-20 02:59:59-07:00,33.0
2018-10-20 03:14:59-07:00,33.0
2018-10-20 03:29:59-07:00,33.13
2018-10-20 03:44:59-07:00,33.0
2018-10-20 03:59:59-07:00,33.0
2018-10-20 04:14:59-07:00,33.07
2018-10-20 04:29:59-07:00,33.0
2018-10-20 04:44:59-07:00,33.0
2018-10-20 04:59:59-07:00,33.0
2018-10-20 05:14:59-07:00,33.0
2018-10-20 05:29:59-07:00,33.0
2018-10-20 05:44:59-07:00,33.0
2018-10-20 05:59:59-07:00,33.0
2018-10-20 06:14:59-07:00,33.0
2018-10-20 06:29:59-07:00,33.0
2018-10-20 06:44:59-07:00,33.07
2018-10-20 06:59:59-07:00,33.0
2018-10-20 07:14:59-07:00,31.8
2018-10-20 07:29:59-07:00,31.27
2018-10-20 07:44:59-07:00,31.07
2018-10-20 07:59:59-07:00,31.0
2018-10-20 08:14:59-07:00,35.2
2018-10-20 08:29:59-07:00,41.0
2018-10-20 08:44:59-07:00,41.0
2018-10-20 08:59:59-07:00,41.0
2018-10-20 09:14:59-07:00,41.13
2018-10-20 09:29:59-07:00,90.13
2018-10-20 09:44:59-07:00,115.8
2018-10-20 09:59:59-07:00,89.13
2018-10-20 10:14:59-07:00,63.13
2018-10-20 10:29:59-07:00,62.47
2018-10-20 10:44:59-07:00,63.0
2018-10-20 10:59:59-07:00,63.67
2018-10-20 11:14:59-07:00,63.4
2018-10-20 11:29:59-07:00,63.47
2018-10-20 11:44:59-07:00,63.67
2018-10-20 11:59:59-07:00,63.4
2018-10-20 12:14:59-07:00,64.0
2018-10-20 12:29:59-07:00,64.0
2018-10-20 12:44:59-07:00,64.0
2018-10-20 12:59:59-07:00,64.0
2018-10-20 13:14:59-07:00,68.2
2018-10-20 13:29:59-07:00,135.33
2018-10-20 13:44:59-07:00,160.73
2018-10-20 13:59:59-07:00,92.93
2018-10-20 14:14:59-07:00,134.07
2018-10-20 14:29:59-07:00,158.53
2018-10-20 14:44:59-07:00,91.93
2018-10-20 14:59:59-07:00,125.2
2018-10-20 15:14:59-07:00,159.2
2018-10-20 15:29:59-07:00,94.13
2018-10-20 15:44:59-07:00,121.8
2018-10-20 15:59:59-07:00,159.4
2018-10-20 16:14:59-07:00,90.4
2018-10-20 16:29:59-07:00,107.67
2018-10-20 16:44:59-07:00,111.6
2018-10-20 16:59:59-07:00,35.07
2018-10-20 17:14:59-07:00,28.13
2018-10-20 17:29:59-07:00,27.07
2018-10-20 17:44:59-07:00,27.87
2018-10-20 17:59:59-07:00,27.07
2018-10-20 18:14:59-07:00,28.0
2018-10-20 18:29:59-07:00,28.53
2018-10-20 18:44:59-07:00,29.33
